Description,Manufacturer,Brand Name,Strength,Label Size,Pack Quantity,Min Price
ISOSORBIDE DIN TB 20MG 1000,SANDOZ CS,ISORDIL,20MG,1000 EA,1,544.47
ISOSORBIDE DIN TB 30MG 100,ENDO USA INC CS,ISORDIL,30MG,100 EA,1,26.57
ISOSORBIDE DIN TB 5MG 1000 ORAL,ENDO USA INC CS,ISORDIL,5MG,1000 EA,1,143.87
ISOSORBIDE DIN TB 5MG 100 ORAL,HIKMA CS,ISORDIL,5MG,100 EA,1,11.97
ISOSORBIDE DIN TB 5MG 100 ORAL,SANDOZ CS,ISORDIL,5MG,100 EA,1,38.27
ISOSORBIDE MONO TB 120MG 100 ER,AUROBINDO PHARMA USA CS,IMDUR,120MG,100 EA,1,21.87
ISOSORBIDE MONO TB 30MG 1000 ER,TORRENT PHARMA INC CS,IMDUR,30MG,1000 EA,1,68.57
ISOSORBIDE MONO TB 30MG 100 ER,AUROBINDO PHARMA USA CS,IMDUR,30MG,100 EA,1,6.57
ISOSORBIDE MONO TB 30MG 500 ER,AUROBINDO PHARMA USA CS,IMDUR,30MG,500 EA,1,32.67
ISOSORBIDE MONO TB 60MG 100 ER,AUROBINDO PHARMA USA CS,IMDUR,60MG,100 EA,1,7.07
ISOSORBIDE MONO TB 60MG 500 ER,AUROBINDO PHARMA USA CS,IMDUR,60MG,500 EA,1,33.17
ISOSRBD HYDRLZN TB 20-37.5MG 90,I3 PHARMACEUTICALS LLC CS,BIDIL,20-37.5MG,90 EA,1,38.87
ISOTRETINOIN CP 10MG 3X10 RXPK,TEVA PHARMA CS,ABSORICA,10MG,3X10EA,3,198.37
ISOTRETINOIN CP 20MG 3X10 RXPK,TEVA PHARMA CS,ABSORICA,20MG,3X10EA,3,189.17
ISOTRETINOIN CP 25MG 3X10 RXPK,TEVA PHARMA CS,ABSORICA,25MG,3X10EA,3,337.67
ISOTRETINOIN CP 30MG 3X10 RXPK,TEVA PHARMA CS,ABSORICA,30MG,3X10EA,3,208.27
ISOTRETINOIN CP 35MG 3X10 RXPK,TEVA PHARMA CS,ABSORICA,35MG,3X10EA,3,459.97
ISOTRETINOIN CP 40MG 3X10 RXPK,TEVA PHARMA CS,ABSORICA,40MG,3X10EA,3,204.17
ISOTRETINOIN GC10MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,ACCUTANE,10MG,3X10EA,3,87.17
ISOTRETINOIN GC20MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,ACCUTANE,20MG,3X10EA,3,112.67
ISOTRETINOIN GC30MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,ACCUTANE,30MG,3X10EA,3,38.97
ISOTRETINOIN GC40MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,ACCUTANE,40MG,3X10EA,3,121.47
ISRADIPINE CP 5MG 100,TEVA PHARMA CS,DYNACIRC,5MG,100 EA,1,164.07
ITRACONAZOLE CP 100MG 30,RISING PHARMA HOLDINGS INC CS,,100MG,30 EA,1,10.67
ITRACONAZOLE SL 10MG/ML 150ML,AMNEAL PHARMACEUTICALS LLC CS,SPORANOX,10MG/ML,150 ML,1,157.57
ITRACONAZOLE SL 10MG/ML 150ML,CAMBER PHARMA CS,SPORANOX,10MG/ML,150 ML,1,140.37
IVABRADINE TB 5MG 60,ALEMBIC PHARMACEUTICALS INC CS,CORLANOR,5MG,60 EA,1,86.87
IVABRADINE TB 7.5MG 60,ALEMBIC PHARMACEUTICALS INC CS,CORLANOR,7.5MG,60 EA,1,86.77
IVERMECTIN CR 1% 45GM TOP,PADAGIS US LLC RX CS,SOOLANTRA,1%,45 GM,1,90.97
IVERMECTIN LT 0.5% 117GM,OHM LABORATORIES INC GWSA,SKLICE,0.5%,117 GM,1,121.97
IVERMECTIN TB 3MG 2X10UD,DR REDDYS LABS INC CS,STROMECTOL,3MG,2X10EA,2,52.17
I-VITE TB 60,MAJOR RUGBY LABS,ICAPS PLUS / ONE-A-DAY MAXIMUM,NOT AVAILABLE,60 EA,1,3.08
JANUMET TB 50-1000MG 60,MERCK CO INC,,50-1000MG,60 EA,1,326.7
JANUMET TB 50-500MG 60,MERCK CO INC,,50-500MG,60 EA,1,326.7
JANUVIA TB 100MG 30UU,MERCK CO INC,,100MG,30 EA,1,326.7
JANUVIA TB 100MG 90UU,MERCK CO INC,,100MG,90 EA,1,980.1
JANUVIA TB 25MG 30UU,MERCK CO INC,,25MG,30 EA,1,326.7
JANUVIA TB 50MG 30UU,MERCK CO INC,,50MG,30 EA,1,326.7
JARDIANCE TB 10MG 30,BOEHRINGER INGELHEIM,,10MG,30 EA,1,623.14
JARDIANCE TB 25MG 30,BOEHRINGER INGELHEIM,,25MG,30 EA,1,623.14
JUNEL FE 24 TB 1-0.02MG 3X28 BPK,TEVA PHARMA CS,LOESTRIN 24 FE,1-0.02MG,3X28EA,3,9.57
JUNEL FE TB 1-0.02MG 6X28,TEVA PHARMA CS,LOESTRIN FE,1-0.02MG,6X28EA,6,16.17
JUNEL FE TB 1.5-0.03MG 6X28,TEVA PHARMA CS,LOESTRIN FE,1.5-0.03MG,6X28EA,6,22.17
KAITLIB FE CW0.8-0.025MG 3X28 BPK,LUPIN PHARMA INC CS NCBNET,GENERESS FE,0.8-0.025MG,3X28EA,3,103.67
KELNOR 1/35 TB 6X28 28DAY,TEVA PHARMA CS,DEMULEN 1/35,1-0.035MG,6X28EA,6,52.37
KENALOG-40 SD 40MG/ML 1ML,BRISTOL PRIMARY CARE PRODUCT,,40MG/ML,1 ML,1,9.27
KETOCONAZOLE CR 2% 15GM,TEVA PHARMA CS,NIZORAL,2%,15 GM,1,3.97
KETOCONAZOLE CR 2% 15GM TUBE,SANDOZ CS,NIZORAL,2%,15 GM,1,2.77
KETOCONAZOLE CR 2% 30GM,TEVA PHARMA CS,NIZORAL,2%,30 GM,1,6.97
KETOCONAZOLE CR 2% 30GM TUBE,SANDOZ CS,NIZORAL,2%,30 GM,1,4.27
KETOCONAZOLE CR 2% 60GM,TEVA PHARMA CS,NIZORAL,2%,60 GM,1,9.87
KETOCONAZOLE CR 2% 60GM TUBE,SANDOZ CS,NIZORAL,2%,60 GM,1,6.87
KETOCONAZOLE FM 2% 100GM,PADAGIS US LLC RX CS,NIZORAL,2%,100 GM,1,307.37
KETOCONAZOLE FM 2% 50GM,PADAGIS US LLC RX CS,NIZORAL,2%,50 GM,1,199.07
KETOCONAZOLE FM 2% 50GM,XIROMED LLC CS,NIZORAL,2%,50 GM,1,325.97
KETOCONAZOLE SH 2% 120ML,PADAGIS US LLC RX CS,NIZORAL,2%,120 ML,1,8.17
KETOCONAZOLE SH 2% 120ML TOP,ANI PHARMACEUTICALS INC CS,NIZORAL,2%,120 ML,1,6.07
KETOCONAZOLE TB 200MG 100,PRASCO LABS CS,NIZORAL,200MG,100 EA,1,42.17
KETOCONAZOLE TB 200MG 100,STRIDES PHARMA INC CS NCBNET,NIZORAL,200MG,100 EA,1,49.67
KETOCONAZOLE TB 200MG 30,PRASCO LABS CS,NIZORAL,200MG,30 EA,1,15.27
KETOPROFEN CP 200MG 100 ER,MYLAN PHARM CS,ORUVAIL,200MG,100 EA,1,481.07
KETOROLAC DR 0.5% 5ML,MICRO LABS USA INC CS,ACULAR,0.5%,5 ML,1,5.27
KETOROLAC DR 0.5% 5ML OPTH,SANDOZ CS,ACULAR OPHTH. SOL.,0.5%,5 ML,1,5.87
KETOROLAC SD 30MG/ML 25X1ML,PFIZER INJECTABLE SI,TORADOL,30MG/ML,25X1ML,25,152.57
KETOROLAC SD 30MG/ML 25X2ML,PFIZER INJECTABLE SI,,30MG/ML,25X2ML,25,106.57
KETOROLAC SL 0.5% 10ML,MICRO LABS USA INC CS,ACULAR,0.5%,10 ML,1,7.47
KETOROLAC TROMETH TB 10MG 100,ZYDUS PHARMA USA INC CS,TORADOL,10MG,100 EA,1,9.27
KETOTIFEN DR 0.025% 5ML,ARMAS PHARMACEUTICALS CS,ZADITOR,0.025%,5 ML,1,5.97
KIONEX SS 15GM/60ML10X60MLUD ORL,ANI PHARMACEUTICALS INC CS,,15GM/60ML,10X60ML,10,180.77
KLOXXADO SN 8MG 2,EMERGENT SPS,,8MG,2 EA,1,123.75
LABETALOL HCL TB 100MG 100,BIOCON PHARMA INC CS,TRANDATE,100MG,100 EA,1,7.37
LABETALOL HCL TB 100MG 500,BIOCON PHARMA INC CS,TRANDATE,100MG,500 EA,1,36.97
LABETALOL HCL TB 200MG 100,BIOCON PHARMA INC CS,TRANDATE,200MG,100 EA,1,8.87
LABETALOL HCL TB 200MG 100,METHOD PHARMACEUTICALS LLC CS,,200MG,100 EA,1,21.17
LABETALOL HCL TB 200MG 500,BIOCON PHARMA INC CS,TRANDATE,200MG,500 EA,1,35.47
LABETALOL HCL TB 300MG 100,BIOCON PHARMA INC CS,TRANDATE,300MG,100 EA,1,13.57
LABETALOL HCL TB 300MG 500,BIOCON PHARMA INC CS,TRANDATE,300MG,500 EA,1,74.47
LABETALOL HCL TB 400MG 100,BIOCON PHARMA INC CS,,400MG,100 EA,1,158.47
LACTASE TB 3MU 60 CPLT RS,MAJOR PHARMACEUTICALS CS NLC,LACTAID,3MU,60 EA,1,3.95
LACTASE TB 9MU 32 F/ACT CPLT,MAJOR PHARMACEUTICALS,,9MU,32 EA,1,4.48
LACTOBACILLUS TB 50,BROOKFIELD PHARMA LLC CS,,NOT AVAILABLE,50 EA,1,10.87
LACTULOSE PK 10GM 30UD,PHARMACEUTICAL ASSOC CS,,10GM,30 EA,1,232.77
LACTULOSE PK 20GM 30UD,PHARMACEUTICAL ASSOC CS,,20GM,30 EA,1,241.27
LACTULOSE SL 10GM/15ML 473ML,LANNETT CO INC CS,CHRONULAC,10GM/15ML,473 ML,1,7.37
LACTULOSE SL 10GM/15ML 473ML,PHARMACEUTICAL ASSOC CS,CHRONULAC,10GM/15ML,473 ML,1,11.07
LACTULOSE SL 10GM/15ML 473ML,RISING PHARMA HOLDINGS INC CS,LACTULOSE,10GM/15ML,473 ML,1,7.07
LACTULOSE SL 10GM/15ML 473ML,XTTRIUM LABS CS,LACTULOSE,10GM/15ML,473 ML,1,9.17
LACTULOSE SL 10GM/15ML 946ML,LANNETT CO INC CS,CHRONULAC,10GM/15ML,946 ML,1,15.37
LACTULOSE SL 10GM/15ML 946ML,RISING PHARMA HOLDINGS INC CS,LACTULOSE,10GM/15ML,946 ML,1,13.37
LACTULOSE SL 10GM/15ML 946ML,XTTRIUM LABS CS,LACTULOSE,10GM/15ML,946 ML,1,17.87
LAMIV/TENOF DF/EFAVIR TB 30 CPLT,LAURUS GENERICS INC CS,SYMFI,300-300-600MG,30 EA,1,1101.47
LAMIVUDINE HBV TB 100MG 60 CPLT,APOTEX CORP CS,EPIVIR HBV,100MG,60 EA,1,464.57
LAMIVUDINE SL 10MG/ML 240ML STBB,AUROBINDO PHARMA USA CS,EPIVIR,10MG/ML,240 ML,1,59.67
LAMIVUDINE TB 150MG 60,MACLEODS PHARMA USA INC CS,EPIVIR,150MG,60 EA,1,21.27
LAMIVUDINE TB 300MG 30,MACLEODS PHARMA USA INC CS,EPIVIR,300MG,30 EA,1,31.47
LAMIV/ZIDOV TB 150-300MG 60 CPLT,CAMBER PHARMA CS,COMBIVIR,150-300MG,60 EA,1,30.07
LAMOTRIGINE CW 25MG 100 DISP,AUROBINDO PHARMA USA CS,LAMICTAL,25MG,100 EA,1,12.47
LAMOTRIGINE CW 5MG 100 DISP,GLENMARK PHARMA INC USA CS,LAMICTAL,5MG,100 EA,1,12.07
LAMOTRIGINE CW 5MG 100 DISP CPLT,AUROBINDO PHARMA USA CS,LAMICTAL,5MG,100 EA,1,11.57
LAMOTRIGINE ER TB 100MG 30,ENDO USA INC CS,LAMICTAL XR,100MG,30 EA,1,173.57
LAMOTRIGINE ER TB 100MG 30UU EC,DR REDDYS LABS INC CS,LAMICTAL XR,100MG,30 EA,1,17.27
LAMOTRIGINE ER TB 200MG 30,ENDO USA INC CS,LAMICTAL XR,200MG,30 EA,1,180.17
LAMOTRIGINE ER TB 200MG 30UU EC,DR REDDYS LABS INC CS,LAMICTAL XR,200MG,30 EA,1,9.67
LAMOTRIGINE ER TB 250MG 30UU EC,DR REDDYS LABS INC CS,LAMICTAL XR,250MG,30 EA,1,64.97
LAMOTRIGINE ER TB 25MG 30UU EC,DR REDDYS LABS INC CS,LAMICTAL XR,25MG,30 EA,1,14.57
LAMOTRIGINE ER TB 300MG 30UU EC,DR REDDYS LABS INC CS,LAMICTAL XR,300MG,30 EA,1,45.17
LAMOTRIGINE ER TB 50MG 30UU EC,DR REDDYS LABS INC CS,LAMICTAL XR,50MG,30 EA,1,18.97
LAMOTRIGINE ODT TD 100MG 30,AJANTA PHARMA USA INC CS,LAMICTAL ODT,100MG,30 EA,1,66.17
LAMOTRIGINE ODT TD 200MG 30,AJANTA PHARMA USA INC CS,LAMICTAL ODT,200MG,30 EA,1,74.77
LAMOTRIGINE ODT TD 25MG 30,AJANTA PHARMA USA INC CS,LAMICTAL ODT,25MG,30 EA,1,45.47
LAMOTRIGINE ODT TD 50MG 30,AJANTA PHARMA USA INC CS,LAMICTAL ODT,50MG,30 EA,1,58.17
LAMOTRIGINE ODT TD 50MG 30,DR REDDYS LABS INC CS,LAMICTAL ODT,50MG,30 EA,1,106.97
LAMOTRIGINE TB 100MG 100,AUROBINDO PHARMA USA CS,LAMICTAL,100MG,100 EA,1,4.47
LAMOTRIGINE TB 100MG 1000,ZYDUS PHARMA USA INC CS,LAMICTAL,100MG,1000 EA,1,30.37
LAMOTRIGINE TB 150MG 500,ZYDUS PHARMA USA INC CS,LAMICTAL,150MG,500 EA,1,24.17
LAMOTRIGINE TB 150MG 60,AUROBINDO PHARMA USA CS,LAMICTAL,150MG,60 EA,1,2.97
LAMOTRIGINE TB 200MG 500,TORRENT PHARMA INC CS,LAMICTAL,200MG,500 EA,1,52.77
LAMOTRIGINE TB 200MG 60,AUROBINDO PHARMA USA CS,LAMICTAL,200MG,60 EA,1,3.97
LAMOTRIGINE TB 25MG 100,AUROBINDO PHARMA USA CS,LAMICTAL,25MG,100 EA,1,2.07
LAMOTRIGINE TB 25MG 100,ZYDUS PHARMA USA INC CS,LAMICTAL,25MG,100 EA,1,5.77
LAMOTRIGINE TB 25MG 500,TORRENT PHARMA INC CS,LAMICTAL,25MG,500 EA,1,21.87
LANS/AMOX/CLAR KT 30-500-500MG112,RISING PHARMA HOLDINGS INC CS,PREVPAC,30-500-500MG,112 EA,1,622.97
LANSOPRAZOLE CP 15MG 30,LIFESTAR PHARMA LLC CS,PREVACID 24HR,15MG,30 EA,1,2.97
LANSOPRAZOLE CP 15MG 90 DR,DR REDDYS LABS INC CS,PREVACID,15MG,90 EA,1,12.27
LANSOPRAZOLE CP 30MG 30 DR,MYLAN PHARM CS,PREVACID,30MG,30 EA,1,2.97
LANSOPRAZOLE CP 30MG 500 DR,DR REDDYS LABS INC CS,PREVACID,30MG,500 EA,1,39.27
LANSOPRAZOLE CP 30MG 500 DR,LIFESTAR PHARMA LLC CS,PREVACID,30MG,500 EA,1,43.17
LANSOPRAZOLE CP 30MG 90 DR,LIFESTAR PHARMA LLC CS,PREVACID,30MG,90 EA,1,6.97
LANSOPRAZOLE CP 30MG 90 DR,MYLAN PHARM CS,PREVACID,30MG,90 EA,1,5.37
LANSOPRAZOLE TD15MG10X10UD DR ODT,AUROBINDO PHARMA USA CS,PREVACID,15MG,10X10EA,10,166.67
LANSOPRAZOLE TD15MG10X10UD DR ODT,TEVA PHARMA CS,PREVACID,15MG,10X10EA,10,366.27
LANSOPRAZOLE TD30MG10X10UD DR ODT,AUROBINDO PHARMA USA CS,PREVACID,30MG,10X10EA,10,282.97
LANTHANUM CARBONATE CW1000MG 9X10,CIPLA USA INC CS,FOSRENOL,1000MG,9X10EA,9,378.97
LANTHANUM CARBONATE CW 500MG 2X45,CIPLA USA INC CS,FOSRENOL,500MG,2X45EA,2,409.47
LANTHANUM CARBONATE CW 750MG 6X15,CIPLA USA INC CS,FOSRENOL,750MG,6X15EA,6,409.47
LAPATINIB TB 250MG 150,TEVA PHARMA CS,TYKERB,250MG,150 EA,1,4702.67
LATANOPROST DR 0.005% 2.5ML,BAUSCH LOMB AMERICAS CS,XALATAN,0.005%,2.5 ML,1,7.37
LATANOPROST DR 0.005% 2.5ML,SANDOZ CS,XALATAN,0.005%,2.5 ML,1,3.07
L-CARNITINE SL 100MG/ML118ML ORL,ANI PHARMACEUTICALS INC CS,CARNITOR,100MG/ML,118 ML,1,14.17
L-CARNITINE SL 100MG/ML118 ORL SF,ANI PHARMACEUTICALS INC CS,CARNITOR,100MG/ML,118 ML,1,27.37
LDR  ANTI-DIARRHEAL TB 2MG 24,PERRIGO COMPANY,,2MG,24 EA,1,0.92
LDR CLNG PRLF GL 4% 89ML,GARCOA LABORATORIES,,4%,89 ML,1,1.78
LDR CLNG PRLF RL 4% 74ML,GARCOA LABORATORIES,,4%,74 ML,1,1.61
LDR LIDOCAIN PRLF AP 4% 5 MS,VERIDIAN HEALTHCARE LLC LEADER,,4%,5 EA,1,2.78
LDR VIT D3 GC 1000U 250 SFG,21ST CENTURY HEALTHCARE INC LEADER,,1000U,250 EA,1,3.19
LDR ZINC OXIDE OI 25% 28.4GM,DYNAREX CORP LEADER CHLC,,25%,28.4 GM,1,0.57
LEFLUNOMIDE TB 10MG 30,AVET PHARMA INC CS,ARAVA,10MG,30 EA,1,8.57
LEFLUNOMIDE TB 20MG 30,AVET PHARMA INC CS,ARAVA,20MG,30 EA,1,5.47
LESSINA TB 0.1-0.02MG 3X28,TEVA PHARMA CS,LEVLITE,0.1-0.02MG,3X28EA,3,11.87
LETROZOLE TB 2.5MG 30,BRECKENRIDGE PHARM INC CS,FEMARA,2.5MG,30 EA,1,3.27
LETROZOLE TB 2.5MG 90,ACCORD HEALTHCARE INC CS,FEMARA,2.5MG,90 EA,1,6.47
LETROZOLE TB 2.5MG 90,BRECKENRIDGE PHARM INC CS,,2.5MG,90 EA,1,7.67
LEUCOVORIN TB 25MG 25,EPIC PHARMA LLC CS,WELLCOVORIN,25MG,25 EA,1,62.27
LEUCOVORIN TB 5MG 30,EPIC PHARMA LLC CS,WELLCOVORIN,5MG,30 EA,1,12.17
LEUPROLIDE KT 1MG/0.2ML 14DAY MDV,SANDOZ CS,LUPRON,1MG/0.2ML,1 EA,1,162.17
LEV/ETH/FE TB0.1-0.02-36.5MG 3X28,ACELLA PHARMACEUTICALS CS,BALCOLTRA,0.1-0.02-36.5MG,3X28EA,3,184.67
LEVETIRACETAM ER TB 500MG 60,SOLCO HEALTHCARE US LLC CS,KEPPRA XR,500MG,60 EA,1,7.17
LEVETIRACETAM ER TB 500MG 60,WESTMINSTER PHARMACEUTICALS CS,KEPPRA XR,500MG,60 EA,1,9.87
LEVETIRACETAM ER TB 750MG 60,SOLCO HEALTHCARE US LLC CS,KEPPRA XR,750MG,60 EA,1,12.67
LEVETIRACETAM SL 100MG/ML 473ML,AUROBINDO PHARMA USA CS,KEPPRA,100MG/ML,473 ML,1,9.17
LEVETIRACETAM TB 1000MG 60,CAMBER PHARMA CS,KEPPRA,1000MG,60 EA,1,6.77
LEVETIRACETAM TB 1000MG 60,LUPIN PHARMA INC CS NCBNET,KEPPRA,1000MG,60 EA,1,7.67
LEVETIRACETAM TB 1000MG 60,RISING PHARMA HOLDINGS INC CS,KEPPRA,1000MG,60 EA,1,9.27
LEVETIRACETAM TB 250MG 120,CAMBER PHARMA CS,KEPPRA,250MG,120 EA,1,5.07
LEVETIRACETAM TB 250MG 500,CAMBER PHARMA CS,KEPPRA,250MG,500 EA,1,15.27
LEVETIRACETAM TB 500MG 120,CAMBER PHARMA CS,KEPPRA,500MG,120 EA,1,6.47
LEVETIRACETAM TB 500MG 500,CAMBER PHARMA CS,KEPPRA,500MG,500 EA,1,23.77
LEVETIRACETAM TB 500MG 500,LUPIN PHARMA INC CS NCBNET,KEPPRA,500MG,500 EA,1,53.27
LEVETIRACETAM TB 750MG 120,CAMBER PHARMA CS,KEPPRA,750MG,120 EA,1,8.37
LEVETIRACETAM TB 750MG 120,LUPIN PHARMA INC CS NCBNET,KEPPRA,750MG,120 EA,1,12.27
LEVETIRACETAM TB 750MG 500,CAMBER PHARMA CS,KEPPRA,750MG,500 EA,1,35.27
LEVLBUTRL AH 0.31MG/3ML 25X3MLUD,PRASCO LABS CS,XOPENEX,0.31MG/3ML,25X3ML,25,21.17
LEVLBUTRL AH 0.31MG/3ML 25X3MLUD,RITEDOSE PHARMACEUTICALS CS,XOPENEX,0.31MG/3ML,25X3ML,25,15.47
LEVLBUTRL AH 0.31MG/3ML 6X5UD,TEVA PHARMA CS,XOPENEX,0.31MG/3ML,30X3ML,30,16.07
LEVLBUTRL AH 0.63MG/3ML 25X3MLUD,PRASCO LABS CS,XOPENEX,0.63MG/3ML,25X3ML,25,22.07
LEVLBUTRL AH 0.63MG/3ML 6X5UD,TEVA PHARMA CS,XOPENEX,0.63MG/3ML,30X3ML,30,19.87
LEVLBUTRL AH 1.25/.5ML 30X0.5MLUD,MYLAN PHARM CS,XOPENEX,1.25MG/0.5ML,30X1EA,30,119.07
LEVLBUTRL AH 1.25MG/3ML 25X3MLUD,PRASCO LABS CS,XOPENEX CONCENTRATE,1.25MG/3ML,25X3ML,25,22.07
LEVLBUTRL AH1.25MG/3ML6X5UD 5/PCH,TEVA PHARMA CS,XOPENEX,1.25MG/3ML,30X3ML,30,21.47
LEVLBUTRL TART HFA IN 45MCG 15GM,TEVA PHARMA CS,XOPENEX HFA,45MCG,15 GM,1,44.77
LEVOBUNOLOL DR 0.5%  5ML OPTH,BAUSCH LOMB AMERICAS CS,BETAGAN,0.5%,5 ML,1,11.07
LEVOCARNITINE SL 100MG/ML 118ML,RISING PHARMA HOLDINGS INC CS,CARNITOR,100MG/ML,118 ML,1,28.27
LEVOCARNITINE TB 330MG 90 BPK,ANI PHARMACEUTICALS INC CS,CARNITOR,330MG,90 EA,1,66.17
LEVOCETIRIZINE SL 2.5MG/5ML 148ML,PADAGIS US LLC RX CS,XYZAL,2.5MG/5ML,148 ML,1,20.27
LEVOCETIRIZINE TB 5MG 90,CAMBER PHARMA CS,XYZAL,5MG,90 EA,1,2.37
LEVOCETIRIZINE TB 5MG 90,MICRO LABS USA INC CS,XYZAL,5MG,90 EA,1,5.97
LEVOFLOXACIN DR 0.5% 5ML OPTH,ADVAGEN PHARMA LTD CS,,0.5%,5 ML,1,38.37
LEVOFLOXACIN SL 25MG/ML 100ML,LANNETT CO INC CS,LEVAQUIN,25MG/ML,100 ML,1,129.87
LEVOFLOXACIN SL 25MG/ML 200ML,LANNETT CO INC CS,LEVAQUIN,25MG/ML,200 ML,1,258.47
LEVOFLOXACIN SL 25MG/ML 480ML,LANNETT CO INC CS,LEVAQUIN,25MG/ML,480 ML,1,619.27
LEVOFLOXACIN TB 250MG 50 CPLT,DR REDDYS LABS INC CS,LEVAQUIN,250MG,50 EA,1,4.97
LEVOFLOXACIN TB 500MG 50 CPLT,DR REDDYS LABS INC CS,LEVAQUIN,500MG,50 EA,1,6.37
LEVOFLOXACIN TB 750MG 30 CPLT,DR REDDYS LABS INC CS,LEVAQUIN,750MG,30 EA,1,5.87
LEVONORGESTREL TB 1.5MG,MAJOR RUGBY LAB CS,,1.5MG,1 EA,1,7.92
LEVONORGESTREL TB 1.5MG,XIROMED LLC CS,PLAN B ONE STEP,1.5MG,1 EA,1,6.57
LEVONORG/ETH EST TB0.09-0.02 3X28,GLENMARK PHARMA INC USA CS,LYBREL,0.09-0.02MG,3X28EA,3,42.47
LEVONORG/ETH EST TB0.15-0.03 3X91,XIROMED LLC CS,SEASONALE,0.15-0.03MG,3X91EA,3,54.17
LEVONORG/ETH EST TB 3X28,INGENUS PHARMACEUTICALS LLC CS,LYBREL,90/20MCG,3X28EA,1,42.47
LEVONORG/ETH EST TB 91 XCYC,XIROMED LLC CS,RIVELSA,150 EE 20-25-30MCG,91 EA,1,243.17
LEVOTHYROXINE CP 100MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,100 MCG,3X10EA,3,93.77
LEVOTHYROXINE CP 112MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,112MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 125MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,125MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 137MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,137MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 13MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,13MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 150MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,150 MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 175MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,175MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 200MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,200MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 25MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,25MCG,3X10EA,3,91.97
LEVOTHYROXINE CP 50MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,50MCG,3X10EA,3,80.87
LEVOTHYROXINE CP 75MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,75MCG,3X10EA,3,80.87
LEVOTHYROXINE CP 88MCG 3X10 BPK,YARAL PHARMA INC CS,TIROSINT,88 MCG,3X10EA,3,91.97
LEVOTHYROXINE SODIUM TB 50MCG 90,LUPIN PHARMA INC CS NCBNET,SYNTHROID,50MCG,90 EA,1,4.77
LEVOTHYROXINE TB 100MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,100MCG,100 EA,1,3.77
LEVOTHYROXINE TB 100MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,100MCG,1000 EA,1,41.47
LEVOTHYROXINE TB 112MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,112MCG,100 EA,1,5.67
LEVOTHYROXINE TB 112MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,112MCG,1000 EA,1,50.47
LEVOTHYROXINE TB 125MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,125MCG,100 EA,1,5.87
LEVOTHYROXINE TB 125MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,125MCG,1000 EA,1,51.37
LEVOTHYROXINE TB 137MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,137MCG,100 EA,1,5.97
LEVOTHYROXINE TB 137MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,137MCG,1000 EA,1,48.47
LEVOTHYROXINE TB 150MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,150MCG,100 EA,1,6.07
LEVOTHYROXINE TB 150MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,150MCG,1000 EA,1,44.17
LEVOTHYROXINE TB 175MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,175MCG,100 EA,1,5.77
LEVOTHYROXINE TB 175MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,175MCG,1000 EA,1,49.97
LEVOTHYROXINE TB 200MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,200MCG,100 EA,1,5.67
LEVOTHYROXINE TB 200MCG 1000,LUPIN PHARMA INC CS NCBNET,SYNTHROID,200MCG,1000 EA,1,59.47
LEVOTHYROXINE TB 25MCG 100,LUPIN PHARMA INC CS NCBNET,SYNTHROID,25MCG,100 EA,1,2.97
